,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
489,977,合租,顶秀金瑞家园 3居室,2019-01-03,BJ2161297622366175232,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/28b4e187-b216-4057-8695-6473686bbc98.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/b135491c-533e-4356-9913-4d71c1645c0e.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/28b4e187-b216-4057-8695-6473686bbc98.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f""]",2400,"[""在线签约"", ""公寓"", ""精装"", ""集中供暖"", ""随时看房""]",3居室,23,南,,,1年以上,1年以上,5,21,免费使用,商电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]",紧邻10号线5号线亦庄线宋家庄 附近交通便利 环境好 房子干净 家具齐全 拎包入住 随时看房。,https://bj.zu.ke.com/zufang/BJ2161297622366175232.html?h=BJ2161297622366175232&t=default&click_position=25,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,104.35,京城联行 管家,0,0
490,979,合租,顶秀金瑞家园 5居室,2019-04-03,BJ2226772193881636864,https://ke-image.ljcdn.com/rent-user-avatar/6631501d-63eb-45ab-8733-e8210ea5e1f4,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/06d06eea-678c-49b0-9964-d769df87c9c7.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/8f4fd5a8-c5fc-4f68-90f8-3f6b4574cb2e.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/d1e5c0de-e5ab-4150-bfe3-ab8cd7066170.780x439.jpg""]",2600,"[""在线签约"", ""独立卫生间"", ""精装"", ""集中供暖"", ""随时看房""]",5居室,24,北,,,180,360,1,21,租用车位,商电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]","1.位于宋家庄地铁站出小区到地铁口交通十分便利五号线十号线亦庄线交汇
2.全新装修拎包入住
3.出小区附近有大型购物超市节假日吃饭非常方便
4.小区密码磁卡门禁安全有保障
5.本小区环境幽雅安静
6.包物业包取暖有意者速…",https://bj.zu.ke.com/zufang/BJ2226772193881636864.html?h=BJ2226772193881636864&t=default&click_position=4,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,108.33,,0,0
491,981,合租,顶秀金石家园 3居室,2019-04-29,BJ2245348039835525120,https://ke-image.ljcdn.com/rent-user-avatar/cc3cc541-3381-46bb-abcd-8ce77dc6b2f4,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/502fe1d7-e5e7-47b2-928a-28ca213897f1.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/acd5b96b-e8f8-45de-831d-6278da1e0301.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/c81645a8-b18e-46ef-8304-ad58b3070bb7.780x439.jpg""]",2650,"[""在线签约"", ""近地铁"", ""精装"", ""独立阳台"", ""随时看房""]",3居室,30,南,,,1年,1年,12,20,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","房屋亮点 紧邻地铁 配套齐全 精装修干净 全南向 真实房源 拎包入住
房源描述
1、顶秀金瑞家园，位于宋家庄GF口旁 交通便利 周边配套设施全齐
2、面积在30平米 房子干净整洁 室内家电家具全齐 中间楼层，采光好",https://bj.zu.ke.com/zufang/BJ2245348039835525120.html?h=BJ2245348039835525120&t=default&click_position=21,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,88.33,,0,0
492,983,整租,宋庄路12号院 2室1厅,2019-05-05,BJ2250090219686862848,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/1013fad9-40c4-426b-a858-3a2aca740bfd.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/23fe8f7d-0115-4d88-bffc-52a5dcd5e63b.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/ef4fb92e-e750-4c9c-82ac-1416de6dd207.780x439.jpg""]",5100,"[""在线签约"", ""公寓"", ""近地铁"", ""精装"", ""新上"", ""随时看房""]",2室1厅1卫,62, 南,,,1年以上,1年以上,4,5,暂无数据,民电,随时入住,随时可看,无,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 858], [""5号线"", ""刘家窑"", 909]]","[{""成交日期"":""2019-04-21"",""居室"":""2室1厅1卫"",""面积"":""45㎡"",""租赁方式"":""整租"",""出租价格"":""5400元\/月""},{""成交日期"":""2019-01-09"",""居室"":""2室1厅1卫"",""面积"":""52㎡"",""租赁方式"":""整租"",""出租价格"":""5500元\/月""},{""成交日期"":""2018-11-20"",""居室"":""2室1厅1卫"",""面积"":""51㎡"",""租赁方式"":""整租"",""出租价格"":""5300元\/月""}]","1.地理位置优越，小区环境优美

2.临近刘家窑地铁和多条公交路线，交通十分方便，出行游玩上下班便利
周围饭店.银行.医院.商场.菜市场购物方便节省您宝贵时间

3.小区绿化面积高，环境优美，安静和谐，可以带来美好的住宿…",https://bj.zu.ke.com/zufang/BJ2250090219686862848.html?h=BJ2250090219686862848&t=default&click_position=7,北京,丰台,宋家庄,宋庄路12号院,https://bj.zu.ke.com/zufang/c1111027379722/,82.26,京城联行 管家,0,0
493,985,合租,顶秀金颐家园 4居室,2019-03-03,BJ2204090602839621632,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/95b6f46c-d77f-4561-891f-005a8b847b6e.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/a0796ea4-c016-4e40-8260-32c678e03198.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/fa46e669-6f2a-43ba-99b4-d238feba91d2.780x439.jpg""]",1900,"[""在线签约"", ""近地铁"", ""精装"", ""独立阳台"", ""集中供暖"", ""随时看房""]",4居室,15,南,,,1年以上,1年以上,14,23,免费使用,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","1、房屋配置：空调 床 衣柜 桌子 椅子 热水器 冰箱 吸油烟机
2、小区介绍：宋家庄 高端小区 集中供暖 绿化好 安保好
3、交通状况： 顶秀金颐小区，交通方便。五号线，十号线，亦庄线三线交汇宋家庄站。公交车684路、524路、524路、17路、…",https://bj.zu.ke.com/zufang/BJ2204090602839621632.html?h=BJ2204090602839621632&t=default&click_position=7,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,126.67,,0,0
494,987,未知,万科红 2房间1卫 6500元,2019-05-01,BJ2246853658623090688,https://ke-image.ljcdn.com/ehr-personnel/20180824110316833HV6UJR2D.png,,,,"[""https://ke-image.ljcdn.com/hdic-frame/08735684-804b-4789-aee4-6c1a994dc2e9.png.780x439.jpg""]",6500,"[""近地铁"", ""集中供暖"", ""新上""]",2房间1卫,44,北,,,暂无数据,暂无数据,高楼层,24,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 37]]","[{""成交日期"":""2019-03-14"",""居室"":""3室1厅1卫"",""面积"":""88㎡"",""租赁方式"":""整租"",""出租价格"":""10000元\/月""},{""成交日期"":""2019-03-13"",""居室"":""3室1厅1卫"",""面积"":""100㎡"",""租赁方式"":""整租"",""出租价格"":""10800元\/月""},{""成交日期"":""2018-12-10"",""居室"":""3室1厅1卫"",""面积"":""98㎡"",""租赁方式"":""整租"",""出租价格"":""9000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2246853658623090688.html?h=BJ2246853658623090688&t=default&click_position=27,北京,丰台,宋家庄,万科红,https://bj.zu.ke.com/zufang/c1111046557914/,147.73,链家,0,1
495,989,合租,顶秀金颐家园 4居室,2019-04-05,BJ2228020364746178560,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/3efb6f56-31eb-48ff-a481-1fea85dc0c03.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/8e66b98d-1611-4c1c-88ec-0860a820d7bd.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/4463470c-c91f-4698-82cc-8d1fdfb09357.780x439.jpg""]",2100,"[""在线签约"", ""近地铁"", ""精装"", ""独立阳台"", ""随时看房""]",4居室,25,南,,,1年,1年,11,18,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
顶秀金颐家园小区环境优美，绿化好。治安安全有保障。小区周边配套成熟。
3、总结：
房屋照片均是实景拍摄，随…",https://bj.zu.ke.com/zufang/BJ2228020364746178560.html?h=BJ2228020364746178560&t=default&click_position=8,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,84.0,,0,0
496,991,合租,顶秀金石家园 3居室,2019-03-16,BJ2213585078163357696,https://ke-image.ljcdn.com/rent-user-avatar/cc3cc541-3381-46bb-abcd-8ce77dc6b2f4,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/2a20c64f-5786-4e7c-9477-803ab964ba88.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/47dd861a-7463-483d-8888-0a6a44671a12.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/d13497f3-3a94-40ee-8d9c-f259e2aca802.780x439.jpg""]",2150,"[""在线签约"", ""近地铁"", ""精装"", ""独立阳台"", ""押一付一"", ""随时看房""]",3居室,30,南,,,1年,1年,1,26,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","朝南 配套齐全 精装修
房源描述
1.室内时尚精致 干净整洁 家电齐全 家具全新

2.地理位置优越 距地铁口步行仅需500米

3.小区内绿化环境好 邻里和谐安静无杂音 空气清新",https://bj.zu.ke.com/zufang/BJ2213585078163357696.html?h=BJ2213585078163357696&t=default&click_position=19,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,71.67,,0,0
497,993,合租,顶秀金颐家园 3居室,2019-04-18,BJ2237387915086790656,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/8ff85d30-45dd-45bf-92d2-4d18d34e1641.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/adb52798-517e-47cb-82d3-71afd0e8afb7.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/9ac560db-77b0-4d51-9aa8-4746ae7d21c9.780x439.jpg""]",2200,"[""在线签约"", ""近地铁"", ""精装"", ""押一付一"", ""随时看房""]",3居室,19,南,,,1年,1年,19,27,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2237387915086790656.html?h=BJ2237387915086790656&t=default&click_position=25,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,115.79,,0,0
498,995,合租,顶秀金颐家园 3居室,2019-04-14,BJ2234482450510389248,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/15e90066-7240-4e9f-83c7-44409b3421d5.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/2a55b83c-b31e-4b3f-802a-1596b719ffa6.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/96a54065-51db-4e30-ae8a-7989a3583d3f.780x439.jpg""]",2300,"[""在线签约"", ""近地铁"", ""精装"", ""押一付一"", ""随时看房""]",3居室,20,南,,,1年,1年,12,22,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","1、房屋介绍：
室内装修精美，独立居住空间，采光好宽敞明亮。居家温馨，完全满足日常生活需求。
2、小区介绍：
顶秀金颐家园小区附近配套齐全，交通便利，出行娱乐都非常方便。
3、总结：
房屋照片均是实景拍摄，随时都能看房，…",https://bj.zu.ke.com/zufang/BJ2234482450510389248.html?h=BJ2234482450510389248&t=default&click_position=21,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,115.0,,0,0
499,997,合租,顶秀金石家园 3居室,2019-04-18,BJ2237501662514659328,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/8cf340cd-9a99-4099-ba8e-476b01390dda.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/d46fb9bc-ab98-4c7d-86c1-5dd13e83d330.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/613b6354-ead4-44a3-9ed8-671e66f5c443.780x439.jpg""]",2650,"[""在线签约"", ""公寓"", ""近地铁"", ""精装"", ""独立阳台""]",3居室,18,南,,,1年以上,1年以上,7,20,暂无数据,民电,随时入住,需提前预约,暂无数据,民水,有,1,1,1,1,1,1,1,0,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","1.房子精装修 家具家电齐全 敞亮采光好
2.小区新小区 居住人群大多为年轻人 绿化面积大 给您舒心的生活环境 24小时保安保证您生活安全
3.周边商场 饭店 银行 KTV等生活设施齐全
4.临地铁 另有多路公交车 让您出行无忧…",https://bj.zu.ke.com/zufang/BJ2237501662514659328.html?h=BJ2237501662514659328&t=default&click_position=29,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,147.22,京城联行 管家,0,0
500,999,整租,宋庄路12号院 2室1厅,2019-04-29,BJ2245356988542492672,https://ke-image.ljcdn.com/rent-user-avatar/cc3cc541-3381-46bb-abcd-8ce77dc6b2f4,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/2cb6bc1e-457a-45ff-9315-208b36eae332.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/2d7946e8-6a28-4c4f-9e23-2390ab79d704.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/f17f2d95-d4c6-47a1-8bef-bc3815108c85.780x439.jpg""]",5000,"[""在线签约"", ""近地铁"", ""精装"", ""随时看房""]",2室1厅1卫,60,南 北,,,360,1080,4,5,暂无数据,民电,随时入住,随时可看,无,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 858], [""5号线"", ""刘家窑"", 909]]","[{""成交日期"":""2019-04-21"",""居室"":""2室1厅1卫"",""面积"":""45㎡"",""租赁方式"":""整租"",""出租价格"":""5400元\/月""},{""成交日期"":""2019-01-09"",""居室"":""2室1厅1卫"",""面积"":""52㎡"",""租赁方式"":""整租"",""出租价格"":""5500元\/月""},{""成交日期"":""2018-11-20"",""居室"":""2室1厅1卫"",""面积"":""51㎡"",""租赁方式"":""整租"",""出租价格"":""5300元\/月""}]","1、房屋介绍： 房东直租 宋庄路 物美超市附近 东森百货旁 两居室
室内装修精美，独立居住空间，采光好宽敞明亮。居家温馨，完全满足日常生活需求。
2、小区介绍：
宋庄路12号院小区附近配套齐全，交通便利，出行娱乐都非常方便。
地…",https://bj.zu.ke.com/zufang/BJ2245356988542492672.html?h=BJ2245356988542492672&t=default&click_position=20,北京,丰台,宋家庄,宋庄路12号院,https://bj.zu.ke.com/zufang/c1111027379722/,83.33,,0,0
501,1001,整租,顶秀金颐家园 2室1厅,2019-03-27,BJ2221668906861600768,https://ke-image.ljcdn.com/rent-user-avatar/df335f89-59c2-49a0-ab64-32bb0cdf0e9f,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/96d37d4a-ee37-4d9f-92e8-c0bcc839c9f3.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/d0c81985-c86f-4c30-b4cb-0048bf6c6d31.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/ecea7b1d-93e8-411e-beaa-ec0944737024.780x439.jpg""]",6800,"[""近地铁"", ""精装"", ""随时看房""]",2室1厅1卫,80,南,,,1年,1年,12,18,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,0,1,0,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2019-02-23"",""居室"":""1室1厅1卫"",""面积"":""58㎡"",""租赁方式"":""整租"",""出租价格"":""5300元\/月""},{""成交日期"":""2018-12-13"",""居室"":""1室1厅1卫"",""面积"":""58㎡"",""租赁方式"":""整租"",""出租价格"":""5200元\/月""},{""成交日期"":""2018-10-28"",""居室"":""1室1厅1卫"",""面积"":""40㎡"",""租赁方式"":""整租"",""出租价格"":""3900元\/月""}]","房子是顶秀金颐的 正规两居 全南向 80㎡ 精装全齐 集中供暖 可拎包入住

距地铁宋家庄站 600米 五号线 十号线 亦庄线 均可到达

另有多路公交到达524 684 39 17 690 等等",https://bj.zu.ke.com/zufang/BJ2221668906861600768.html?h=BJ2221668906861600768&t=default&click_position=28,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,85.0,,0,0
502,1003,合租,华芳嘉园 3居室,2019-04-14,BJ2234470967428784128,https://ke-image.ljcdn.com/rent-user-avatar/6631501d-63eb-45ab-8733-e8210ea5e1f4,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/232c1221-a0b6-49e1-afc4-91a649f6953a.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/4d9006b7-29ab-49c9-b979-1f704328d34d.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/d8873ed5-d6d4-44da-8c41-2a664248546d.780x439.jpg""]",2100,"[""在线签约"", ""近地铁"", ""精装"", ""独立阳台"", ""押一付一"", ""随时看房""]",3居室,18,北,,,180,360,5,6,暂无数据,民电,随时入住,随时可看,无,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1097]]","[{""成交日期"":""2017-03-03"",""居室"":""5居室"",""面积"":""14㎡"",""租赁方式"":""合租"",""出租价格"":""1690元\/月""},{""成交日期"":""2017-03-03"",""居室"":""5居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""1690元\/月""},{""成交日期"":""2017-01-14"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""1860元\/月""}]","1、通透合理的好户型，房子宽敞明亮，家电全齐，干净卫生，温馨舒适。集中供暖，随时入住，不吃差价，不压房，保障双方利益。
2、小区整洁卫生，宁静负责，让您住的安心，住的放心。
3、地理位置优越，宋家庄十号线，五号线，亦庄线三线交汇，宋家庄交通枢纽公交车多，5…",https://bj.zu.ke.com/zufang/BJ2234470967428784128.html?h=BJ2234470967428784128&t=default&click_position=15,北京,丰台,宋家庄,华芳嘉园,https://bj.zu.ke.com/zufang/c1111027374955/,116.67,,0,0
